date,city,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,price
2020-11-30,RB,apartment,A,1,2,1,0,0,1,0,15.0,0,1,0,550
2020-11-28,N,apartment,A,4,2,1,1,0,0,0,200.0,0,1,0,2000
2020-11-28,RB,Roof,B,2,2,1,0,1,1,0,140.0,0,0,1,500
2020-11-29,H,apartment,B,6,1,1,2,1,1,0,140.0,0,1,0,1000
2020-11-28,RB,apartment,A,1,1,1,0,1,1,0,140.0,0,0,1,450
2020-11-28,RB,apartment,B,2,1,1,1,1,1,0,90.0,0,1,0,1500
2020-11-28,RB,apartment,A,3,3,1,2,1,1,0,140.0,0,0,1,700
2020-11-28,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,500
2020-11-30,J,villa,A,3,4,1,2,0,1,1,140.0,0,1,0,1000
2020-12-09,B,apartment,B,2,2,1,2,1,1,0,140.0,0,0,1,50000
2020-11-29,N,apartment,B,3,3,1,1,1,1,0,165.0,0,1,0,1700
2020-11-29,B,apartment,A,3,3,1,2,1,1,0,160.0,0,1,0,2800
2020-11-28,RB,apartment,A,2,2,1,1,1,1,1,170.0,0,0,1,1100
2020-11-28,RB,apartment,A,2,2,1,1,1,1,1,170.0,0,0,1,1100
2020-11-28,RB,apartment,A,1,1,1,1,1,1,1,80.0,0,0,1,650
2020-11-29,RB,apartment,B,3,3,1,1,1,1,1,180.0,0,1,0,2000
2020-11-29,T,apartment,B,3,1,1,1,0,0,0,150.0,1,0,0,2500
2020-11-29,RB,apartment,B,2,2,1,1,1,1,1,140.0,0,1,0,1200
2020-11-29,RB,apartment,B,3,2,1,2,0,1,0,160.0,0,1,0,1100
2020-11-29,N,apartment,B,2,2,1,0,1,1,0,115.0,1,0,0,300
2020-11-29,RB,apartment,B,3,3,1,1,1,1,1,200.0,0,0,1,700
2020-11-29,RB,apartment,B,3,2,1,1,1,1,0,130.0,0,1,0,1300
2020-12-06,RB,apartment,B,3,3,1,2,1,1,1,165.0,0,0,1,600
2020-11-29,RB,apartment,B,2,2,1,2,1,1,0,125.0,0,1,0,1000
2020-11-29,RB,apartment,A,4,2,1,1,0,0,0,1.0,0,1,0,400
2020-11-30,RB,apartment,A,3,3,1,2,1,1,0,140.0,0,0,1,600
2020-12-07,RB,apartment,B,3,2,1,2,1,1,0,155.0,0,0,1,500
2020-11-29,RB,apartment,B,2,1,1,0,0,0,0,100.0,0,1,0,1000
2020-12-09,RB,apartment,B,2,1,1,1,1,1,0,120.0,0,0,1,370
2020-11-29,RB,Roof,B,1,1,1,0,0,1,0,90.0,0,1,0,1000
2020-11-29,RB,apartment,B,3,3,1,2,1,1,1,230.0,0,0,1,750
2020-11-29,RB,apartment,B,3,3,1,2,1,1,0,160.0,0,0,1,600
2020-11-29,RB,apartment,A,3,2,1,2,1,1,0,163.0,0,0,1,800
2020-11-29,H,apartment,B,2,1,1,1,0,0,0,90.0,1,0,0,2000
2020-11-29,RB,apartment,A,3,2,1,1,1,1,1,125.0,0,0,1,700
2020-11-29,RB,apartment,B,3,3,1,0,1,1,1,170.0,0,0,1,500
2020-12-01,RB,apartment,B,3,2,1,5,0,1,1,220.0,0,0,1,600
2020-11-29,RB,apartment,A,3,2,1,1,1,1,1,150.0,0,0,1,650
2020-11-30,RB,apartment,B,2,2,1,1,1,1,0,100.0,0,1,0,1200
2020-11-29,RB,apartment,A,4,2,1,2,0,0,0,170.0,0,0,1,200
2020-11-29,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1400
2020-12-03,RB,apartment,B,3,2,1,3,0,0,0,180.0,0,0,1,500
2020-11-29,RB,apartment,A,3,3,1,1,1,1,0,145.0,0,1,0,2000
2020-11-29,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1100
2020-11-30,N,apartment,B,3,2,1,0,1,1,0,145.0,1,0,0,2300
2020-11-30,RB,apartment,A,3,3,1,2,1,1,1,200.0,0,0,1,1000
2020-11-30,RB,apartment,A,1,1,1,1,1,1,1,80.0,0,0,1,750
2020-11-30,N,apartment,B,3,2,1,2,1,1,0,150.0,1,0,0,250
2020-12-09,RB,apartment,B,3,3,1,3,1,1,1,180.0,0,0,1,600
2020-11-30,N,apartment,C,4,2,2,0,0,0,0,140.0,1,0,0,2000
2020-11-30,RB,apartment,B,3,3,1,1,1,1,1,170.0,0,0,1,650
2020-11-30,N,Roof,C,2,2,1,2,1,1,0,175.0,1,0,0,3000
2020-11-30,RB,apartment,B,3,2,1,2,1,1,1,160.0,0,0,1,500
2020-11-30,RB,apartment,A,1,1,1,1,1,0,0,140.0,0,1,0,700
2020-12-09,RB,apartment,A,2,1,1,2,0,1,0,120.0,0,0,1,650
2020-11-30,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,0,1,400
2020-12-08,RB,apartment,A,1,1,1,1,1,1,1,60.0,0,1,0,2000
2020-12-01,T,apartment,C,4,2,1,0,0,0,0,120.0,1,0,0,2800
2020-11-30,RB,apartment,B,3,2,1,1,1,1,0,130.0,0,0,1,500
2020-12-01,H,apartment,B,3,2,1,2,0,0,0,0.0,1,0,0,100
2020-11-30,N,apartment,A,1,1,1,0,1,0,0,75.0,0,1,0,1200
2020-11-30,RB,apartment,B,2,1,1,1,0,0,0,100.0,0,1,0,1300
2020-11-30,RB,apartment,A,2,1,1,1,1,1,0,100.0,0,0,1,600
2020-12-01,RB,apartment,A,4,2,1,1,0,1,1,170.0,0,1,0,400
2020-12-01,N,apartment,A,4,2,1,1,1,0,0,140.0,0,1,0,500
2020-12-01,RB,apartment,A,2,2,1,2,0,1,1,150.0,0,0,1,550
2020-12-01,RB,apartment,A,2,1,1,1,0,0,0,140.0,0,0,1,600
2020-12-01,Q,apartment,B,3,3,1,1,0,1,0,140.0,0,1,0,1300
2020-12-01,RB,Roof,A,1,1,1,1,1,0,0,140.0,0,0,1,550
2020-12-01,RB,apartment,A,3,2,1,1,1,1,1,160.0,0,0,1,700
2020-12-01,RB,apartment,B,3,3,1,1,1,1,1,175.0,0,0,1,500
2020-12-01,RB,apartment,A,3,3,1,1,1,1,1,175.0,0,0,1,1000
2020-12-01,RB,apartment,A,2,3,1,1,1,1,1,175.0,0,0,1,1100
2020-12-01,RB,apartment,A,1,1,1,1,1,1,1,80.0,0,0,1,650
2020-12-01,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,400
2020-12-01,RB,apartment,B,2,2,1,1,1,1,0,120.0,0,0,1,500
2020-12-14,RB,apartment,A,3,2,1,1,1,1,1,160.0,0,0,1,900
2020-12-01,RB,apartment,B,3,2,1,1,1,1,1,145.0,0,1,0,1800
2020-12-01,RB,apartment,B,2,1,1,1,0,1,0,110.0,0,1,0,1300
2020-12-02,RB,apartment,A,3,2,1,1,1,1,0,155.0,0,0,1,600
2020-12-02,T,apartment,C,3,2,1,1,0,1,0,140.0,1,0,0,2000
2020-12-02,RB,apartment,D,1,1,1,1,0,0,0,25.0,0,0,1,100
2020-12-02,RB,apartment,B,2,1,1,0,0,1,0,130.0,0,0,1,800
2020-12-02,RB,apartment,B,1,1,1,0,0,0,0,40.0,0,1,0,1000
2020-12-02,RB,apartment,B,2,1,1,1,0,1,0,110.0,0,1,0,555555
2020-12-02,RB,apartment,B,3,3,1,1,1,1,0,140.0,0,1,0,2000
2020-12-02,B,apartment,B,3,2,1,2,0,0,0,130.0,0,1,0,1500
2020-12-02,RB,apartment,B,3,3,1,2,1,1,1,190.0,0,0,1,550
2020-12-02,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,650
2020-12-02,RB,apartment,A,2,2,1,1,1,0,0,140.0,0,0,1,550
2020-12-09,RB,apartment,B,3,3,1,1,1,1,1,160.0,0,0,1,500
2020-12-02,RB,apartment,A,2,1,1,1,0,0,0,100.0,0,1,0,1350
2020-12-07,RB,apartment,A,2,1,1,0,1,1,1,0.0,0,1,0,2800
2020-12-02,RB,apartment,B,2,1,1,1,0,1,0,100.0,0,0,1,400
2020-12-02,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
2020-12-02,RB,apartment,B,3,3,1,2,1,1,1,180.0,0,0,1,550
2020-12-03,RB,apartment,B,3,2,1,2,1,1,0,160.0,0,0,1,500
2020-12-02,RB,apartment,A,3,2,1,1,1,1,1,160.0,0,1,0,2200
2020-12-02,RB,apartment,A,3,3,1,1,1,1,1,180.0,0,0,1,1000
2020-12-02,RB,apartment,A,3,3,1,1,1,1,1,180.0,0,0,1,1000
2020-12-02,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,500
2020-12-02,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,650
2020-12-02,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,1,0,1500
2020-12-02,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,400
2020-12-03,B,apartment,A,2,2,1,1,0,0,0,120.0,0,1,0,2200
2020-12-14,JN,apartment,A,1,1,1,1,1,1,0,29.0,0,1,0,500
2020-12-05,N,apartment,A,4,2,1,1,0,1,0,140.0,0,1,0,2000
2020-12-05,RB,Roof,C,1,1,1,1,0,1,0,145.0,0,1,0,850
2020-12-03,T,apartment,A,2,1,1,2,0,0,0,100.0,0,1,0,180
2020-12-03,N,apartment,A,3,2,1,0,1,1,0,110.0,0,1,0,200
2020-12-03,RB,apartment,B,1,1,1,0,0,1,0,45.0,0,1,0,1000
2020-12-05,RB,apartment,B,3,2,1,1,0,0,0,150.0,0,1,0,1400
2020-12-05,N,apartment,B,2,2,1,0,0,0,0,120.0,1,0,0,2300
2020-12-03,N,apartment,A,3,2,1,2,1,1,1,160.0,0,1,0,2600
2020-12-05,RB,apartment,A,3,3,1,2,1,1,0,255.0,0,1,0,450
2020-12-05,T,apartment,C,3,1,1,1,0,0,0,130.0,1,0,0,2400
2020-12-06,JR,apartment,A,2,1,1,1,0,1,1,100.0,0,1,0,1800
2020-12-03,RB,apartment,A,2,1,1,1,1,1,0,120.0,0,0,1,550
2020-12-03,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,500
2020-12-03,RB,apartment,A,1,1,1,1,1,1,0,140.0,0,0,1,450
2020-12-16,N,apartment,B,3,2,1,0,0,0,0,140.0,0,1,0,600
2020-12-05,N,apartment,B,3,2,1,0,0,0,0,140.0,0,1,0,600
2020-12-03,N,apartment,A,2,1,1,1,1,1,0,120.0,0,1,0,600
2020-12-03,T,apartment,C,4,2,1,1,0,0,0,150.0,1,0,0,3000
2020-12-05,Q,apartment,B,4,2,1,1,1,0,0,150.0,0,1,0,1200
2020-12-16,RB,apartment,C,3,2,1,1,1,1,1,155.0,0,1,0,1500
2020-12-05,H,apartment,B,3,2,1,2,0,1,0,145.0,1,0,0,4000
2020-12-05,H,apartment,B,2,1,1,1,0,0,0,90.0,0,1,0,800
2020-12-05,N,apartment,A,2,1,1,1,0,0,0,140.0,0,1,0,150
2020-12-05,N,apartment,A,1,2,1,0,0,0,0,140.0,0,1,0,1400
2020-12-05,RB,apartment,B,2,2,1,1,1,1,0,110.0,0,1,0,1500
2020-12-05,RB,apartment,B,1,1,1,1,0,1,0,75.0,0,1,0,850
2020-12-06,RB,apartment,B,3,2,2,1,0,0,0,160.0,0,1,0,1300
2020-12-05,RB,apartment,B,2,2,1,2,0,1,0,110.0,0,1,0,1000
2020-12-05,B,apartment,A,2,1,1,0,0,1,0,140.0,0,1,0,1500
2020-12-05,RB,apartment,A,4,2,1,1,1,1,0,165.0,0,1,0,1500
2020-12-05,RB,apartment,B,3,2,1,2,1,1,0,150.0,0,1,0,1500
2020-12-05,N,apartment,A,3,2,1,1,1,1,0,140.0,0,1,0,1500
2020-12-05,N,apartment,C,2,2,1,0,0,0,0,30.0,1,0,0,1200
2020-12-05,JN,apartment,C,2,2,1,2,1,1,0,120.0,0,1,0,600
2020-12-05,T,apartment,C,4,3,1,1,1,1,0,150.0,0,1,0,1250
2020-12-05,RB,apartment,A,1,1,1,0,1,1,0,140.0,0,0,1,450
2020-12-05,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,650
2020-12-05,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,700
2020-12-06,RB,apartment,B,2,1,1,2,1,1,0,140.0,0,0,1,550
2020-12-05,N,apartment,A,1,1,1,1,1,1,1,60.0,0,1,0,250
2020-12-06,B,apartment,B,3,1,1,2,0,1,0,125.0,0,1,0,1500
2020-12-06,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,500
2020-12-05,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,400
2020-12-05,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,1,0,1400
2020-12-06,RB,apartment,B,2,2,1,1,1,1,0,120.0,0,0,1,450
2020-12-06,RB,apartment,A,3,1,1,0,1,1,1,140.0,0,0,1,1200
2020-12-06,N,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1000
2020-12-07,RB,apartment,B,1,1,1,0,0,0,0,40.0,0,1,0,650
2020-12-07,T,apartment,B,3,2,1,1,0,1,0,150.0,1,0,0,3000
2020-12-06,T,apartment,C,4,2,1,1,0,1,0,110.0,0,1,0,10800
2020-12-07,N,apartment,B,2,1,1,0,0,0,0,100.0,1,0,0,2000
2020-12-06,JN,apartment,B,4,3,1,0,0,0,0,130.0,0,1,0,1000
2020-12-06,B,apartment,B,3,1,1,1,0,0,0,1200.0,0,1,0,1500
2020-12-05,RB,apartment,B,2,2,1,1,1,1,0,136.0,0,0,1,87000
2020-12-06,RB,apartment,A,3,3,1,1,1,1,1,180.0,0,0,1,1000
2020-12-07,N,apartment,C,3,2,1,1,0,1,0,140.0,1,0,0,2700
2020-12-06,RB,apartment,A,2,2,1,2,1,1,0,100.0,0,1,0,2200
2020-12-07,H,apartment,A,3,3,1,3,1,0,0,174.0,0,1,0,3000
2020-12-06,RB,apartment,B,4,2,1,1,0,1,0,130.0,0,0,1,500
2020-12-06,RB,apartment,B,3,2,1,1,1,1,0,120.0,0,0,1,500
2020-12-06,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,700
2020-12-06,RB,apartment,B,2,2,1,2,1,1,0,120.0,0,1,0,1000
2020-12-06,RB,apartment,B,3,2,1,2,1,1,0,150.0,0,1,0,1300
2020-12-06,RB,apartment,A,2,1,1,1,1,0,0,100.0,0,0,1,600
2020-12-07,RB,apartment,A,3,3,1,1,1,1,1,165.0,0,0,1,1000
2020-12-06,RB,apartment,A,3,3,1,2,1,1,1,200.0,0,0,1,1200
2020-12-06,RB,apartment,B,2,1,1,1,1,1,1,90.0,0,1,0,1300
2020-12-06,RB,apartment,A,3,2,1,1,1,1,1,140.0,0,0,1,1200
2020-12-06,RB,Roof,A,3,2,1,3,1,1,1,205.0,0,0,1,1000
2020-12-06,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,900
2020-12-06,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,1,0,1800
2020-12-31,RB,apartment,A,3,2,1,0,0,0,0,140.0,0,1,0,700
2020-12-07,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1100
2020-12-06,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,500
2020-12-06,RB,apartment,D,4,2,1,2,0,0,0,160.0,0,1,0,700
2020-12-06,RB,apartment,A,3,2,1,2,1,1,1,150.0,0,0,1,700
2020-12-07,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,450
2020-12-07,RB,apartment,B,2,1,1,1,0,0,0,90.0,0,1,0,1300
2020-12-07,RB,apartment,A,3,3,1,1,1,1,1,170.0,0,0,1,700
2020-12-07,RB,apartment,B,2,2,1,3,0,0,0,130.0,1,0,0,250
2020-12-07,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,0,1,1400
2020-12-07,RB,apartment,A,1,1,1,0,1,1,1,60.0,0,1,0,1250
2020-12-14,RB,apartment,B,2,2,1,2,0,1,0,140.0,0,1,0,1300
2020-12-07,RB,apartment,A,1,1,1,1,1,1,1,140.0,0,0,1,450
2020-12-07,B,apartment,B,3,2,1,2,1,1,0,156.0,0,1,0,2000
2020-12-08,RB,apartment,B,2,1,1,1,0,1,0,140.0,0,1,0,1100
2020-12-07,RB,apartment,B,2,1,1,2,1,1,0,100.0,0,0,1,500
2020-12-07,RB,apartment,B,3,2,1,1,1,0,0,150.0,0,0,1,600
2020-12-07,RB,apartment,A,1,1,1,1,1,0,0,140.0,0,0,1,450
2020-12-07,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,1,0,1500
2021-02-09,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,500
2020-12-08,N,apartment,A,4,2,1,1,1,1,0,150.0,0,1,0,2500
2020-12-07,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,1,0,1400
2020-12-16,T,apartment,B,3,2,1,1,0,1,0,140.0,1,0,0,250
2020-12-07,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,1,0,1500
2020-12-07,RB,apartment,B,2,1,1,1,0,1,0,120.0,0,1,0,600
2020-12-12,RB,apartment,A,3,3,1,1,1,1,0,140.0,0,0,1,300
2020-12-07,RB,apartment,B,2,2,1,1,1,1,1,120.0,0,0,1,500
2020-12-07,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,500
2020-12-07,RB,apartment,B,4,3,1,1,0,0,0,240.0,0,1,0,1800
2020-12-07,RB,apartment,B,2,2,1,1,1,1,1,140.0,0,0,1,400
2020-12-08,RB,apartment,A,3,2,1,1,1,1,0,150.0,0,0,1,900
2020-12-08,RB,apartment,A,2,2,1,0,1,1,0,120.0,0,0,1,650
2020-12-08,RB,apartment,B,3,2,1,1,1,1,1,150.0,0,0,1,750
2020-12-08,H,apartment,C,2,2,1,0,0,0,0,90.0,1,0,0,2300
2020-12-16,RB,apartment,B,2,1,1,0,0,1,0,120.0,0,0,1,800
2020-12-17,T,apartment,B,5,2,1,2,0,1,0,150.0,1,0,0,2800
2020-12-08,RB,apartment,A,2,1,1,1,0,0,0,120.0,0,0,1,550
2020-12-08,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,500
2020-12-08,N,apartment,A,2,1,1,0,1,0,0,100.0,0,1,0,1500
2020-12-08,T,apartment,B,3,2,1,1,0,1,0,135.0,0,1,0,1000
2020-12-08,RB,apartment,A,3,2,1,1,1,1,0,125.0,0,0,1,700
2020-12-08,RB,apartment,B,2,1,1,2,1,1,0,100.0,0,0,1,500
2020-12-08,RB,apartment,A,1,2,1,1,0,0,0,140.0,0,1,0,1500
2020-12-30,RB,apartment,A,1,1,1,0,0,1,1,55.0,0,1,0,1350
2020-12-08,RB,apartment,B,3,3,1,1,1,1,1,180.0,0,0,1,600
2020-12-08,RB,apartment,B,3,3,1,1,1,1,1,180.0,0,0,1,500
2020-12-08,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,700
2020-12-08,JN,apartment,D,2,1,1,0,0,0,0,90.0,0,1,0,900
2020-12-08,RB,apartment,A,2,1,1,1,0,0,0,120.0,0,0,1,550
2020-12-08,RB,apartment,B,3,2,1,1,1,1,1,150.0,0,1,0,1400
2020-12-09,RB,apartment,B,3,3,1,2,0,0,0,140.0,0,0,1,500
2020-12-08,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,650
2020-12-08,RB,apartment,A,4,2,1,0,1,1,1,150.0,0,0,1,750
2020-12-08,RB,apartment,B,2,1,1,2,1,1,0,80.0,0,0,1,450
2020-12-09,N,apartment,B,3,3,1,2,1,1,0,140.0,0,1,0,1800
2020-12-08,RB,apartment,A,3,2,1,1,1,1,0,155.0,0,0,1,700
2020-12-09,RB,apartment,A,3,2,1,0,1,1,0,140.0,0,0,1,900
2020-12-09,T,apartment,A,1,1,1,0,0,1,1,40.0,0,1,0,1200
2020-12-08,RB,apartment,B,2,1,1,0,0,0,0,110.0,0,1,0,1300
2020-12-16,N,apartment,A,3,2,1,1,1,0,0,150.0,0,1,0,2500
2020-12-09,RB,apartment,B,2,1,1,1,1,1,0,110.0,0,1,0,1400
2020-12-17,RB,apartment,C,3,3,1,1,1,1,1,185.0,0,0,1,750
2020-12-15,RB,apartment,C,2,1,1,1,0,0,0,110.0,0,1,0,1000
2020-12-12,RB,apartment,B,2,1,1,1,0,0,0,90.0,0,1,0,700
2020-12-09,JN,apartment,B,4,2,1,0,1,1,0,120.0,1,0,0,270
2020-12-13,N,apartment,B,2,2,1,0,0,0,0,140.0,1,0,0,1600
2020-12-12,N,apartment,B,4,2,1,1,0,0,0,150.0,1,0,0,3000
2021-02-16,RB,apartment,A,3,3,1,1,1,1,1,167.0,0,0,1,1100
2020-12-09,RB,apartment,A,2,2,1,0,1,1,0,140.0,0,0,1,600
2020-12-09,N,apartment,C,3,2,1,1,0,1,0,160.0,1,0,0,3000
2020-12-09,RB,apartment,B,2,1,1,1,1,1,0,90.0,0,0,1,450
2020-12-09,RB,apartment,B,3,2,1,1,1,1,1,170.0,0,0,1,700
2020-12-09,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
2020-12-12,RB,apartment,B,3,1,1,2,0,0,0,170.0,0,0,1,400
2020-12-09,RB,villa,A,4,4,1,2,0,1,1,360.0,0,0,1,1500
2020-12-10,RB,apartment,B,3,2,1,2,1,1,0,155.0,0,0,1,400
2020-12-09,RB,apartment,B,3,3,1,3,1,1,1,180.0,0,0,1,550
2020-12-09,RB,apartment,B,2,1,1,1,1,1,0,80.0,0,1,0,1200
2020-12-20,RB,Roof,B,3,2,1,2,1,1,1,140.0,0,0,1,500
2020-12-17,H,apartment,C,2,2,1,1,1,1,0,120.0,1,0,0,3000
2020-12-10,B,apartment,A,2,1,1,0,0,0,0,50.0,0,1,0,1300
2020-12-09,RB,apartment,B,1,1,1,0,0,0,0,140.0,0,0,1,450
2020-12-09,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,400
2020-12-09,RB,apartment,B,3,2,1,2,1,1,0,160.0,0,0,1,500
2020-12-09,RB,apartment,A,2,2,1,1,0,1,1,140.0,0,0,1,700
2020-12-09,RB,apartment,A,3,2,2,2,1,1,1,140.0,0,0,1,700
2020-12-14,RB,apartment,B,3,2,1,1,0,0,0,150.0,0,1,0,1500
2020-12-09,N,apartment,B,2,2,1,0,0,0,0,125.0,1,0,0,2200
2020-12-09,N,apartment,A,2,3,1,0,1,0,0,140.0,0,1,0,1800
2020-12-10,RB,apartment,A,3,3,1,0,1,0,0,150.0,0,0,1,800
2020-12-10,TB,apartment,B,4,3,1,2,0,1,0,170.0,0,1,0,1000
2020-12-12,N,apartment,A,3,3,1,1,1,1,0,174.0,1,0,0,3800
2020-12-12,T,apartment,C,3,2,1,1,0,1,0,130.0,0,1,0,11000
2020-12-12,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,600
2020-12-10,RB,apartment,A,3,1,1,0,1,1,1,140.0,0,0,1,800
2020-12-10,RB,apartment,A,1,1,1,0,1,1,1,140.0,0,0,1,650
2020-12-10,J,apartment,A,1,1,1,1,0,1,0,32.0,0,1,0,1000
2020-12-10,RB,apartment,B,3,3,1,1,1,1,0,140.0,0,0,1,600
2020-12-14,RB,apartment,A,1,1,1,0,1,0,0,0.0,0,1,0,1100
2020-12-10,T,apartment,B,5,2,1,2,0,1,0,140.0,1,0,0,2800
2020-12-10,RB,apartment,B,2,1,1,1,1,1,0,140.0,0,0,1,350
2020-12-10,RB,apartment,B,3,3,1,1,1,1,0,140.0,0,0,1,650
2020-12-10,RB,apartment,A,3,3,1,1,1,1,0,140.0,0,0,1,750
2020-12-17,T,apartment,B,3,1,1,0,1,1,1,140.0,0,1,0,1200
2020-12-10,RB,apartment,A,1,1,1,0,1,0,0,0.0,0,1,0,1100
2020-12-10,RB,apartment,A,1,2,1,1,0,0,0,140.0,0,1,0,1500
2020-12-10,RB,apartment,A,2,2,1,1,1,1,0,140.0,0,0,1,550
2020-12-26,RB,apartment,B,3,2,1,2,0,0,0,200.0,0,0,1,500
2020-12-10,RB,apartment,B,3,3,1,1,1,1,1,160.0,0,0,1,600
2020-12-10,RB,apartment,B,3,3,1,1,1,1,1,160.0,0,0,1,600
2020-12-10,RB,apartment,A,3,3,1,2,1,1,1,170.0,0,0,1,1200
2020-12-10,B,apartment,C,2,1,1,2,1,1,0,135.0,0,0,1,500
2020-12-10,RB,apartment,B,3,2,1,1,1,1,0,145.0,0,0,1,500
2020-12-10,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,500
2020-12-10,RB,apartment,B,2,2,1,1,1,1,0,100.0,0,1,0,1400
2020-12-20,RB,apartment,C,3,3,1,1,1,1,1,163.0,0,0,1,750
2020-12-10,RB,apartment,B,3,3,1,1,1,1,1,160.0,0,0,1,500
2020-12-12,H,apartment,C,3,2,1,1,1,1,0,155.0,1,0,0,4000
2020-12-12,N,apartment,A,1,1,1,0,0,0,0,45.0,0,1,0,1500
2020-12-13,RB,apartment,A,2,2,1,2,0,0,0,170.0,0,0,1,500
2020-12-17,RB,apartment,A,3,2,1,2,0,0,0,170.0,0,0,1,500
2020-12-20,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
2020-12-24,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
2020-12-12,RB,apartment,B,3,2,1,2,1,1,0,150.0,0,0,1,500
2020-12-12,RB,apartment,B,3,3,1,2,1,1,0,170.0,0,0,1,550
2020-12-12,RB,apartment,A,2,2,1,1,1,1,1,100.0,0,0,1,850
2020-12-12,RB,apartment,B,2,1,1,1,0,1,0,115.0,0,1,0,555555
2020-12-20,RB,apartment,A,3,2,1,2,1,1,0,150.0,0,0,1,200
2020-12-17,T,apartment,B,3,3,1,1,0,0,0,150.0,1,0,0,200
2020-12-12,T,apartment,B,2,2,1,1,0,0,0,100.0,1,0,0,150
2020-12-13,N,apartment,A,1,1,1,1,1,1,1,140.0,0,1,0,250
2020-12-12,RB,apartment,B,3,2,1,2,1,1,0,160.0,0,1,0,1300
2020-12-12,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,600
2020-12-12,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,500
2020-12-12,RB,apartment,B,2,1,1,1,1,1,0,90.0,0,0,1,450
2020-12-12,T,apartment,C,3,2,1,1,0,1,0,100.0,0,1,0,900
2020-12-13,JN,apartment,C,3,2,1,1,1,1,0,130.0,1,0,0,260
2020-12-13,JN,apartment,C,3,2,1,2,0,1,0,160.0,1,0,0,250
2020-12-13,N,apartment,B,4,2,1,0,0,0,0,150.0,1,0,0,1800
2020-12-12,RB,apartment,B,2,2,1,1,1,0,0,140.0,0,1,0,1200
2020-12-12,RB,apartment,B,3,3,1,1,1,1,1,170.0,0,0,1,600
2020-12-12,RB,apartment,B,3,2,1,2,0,0,0,140.0,0,1,0,1400
2020-12-12,RB,apartment,C,3,4,1,4,1,1,0,140.0,0,0,1,110000
2020-12-12,RB,apartment,B,3,2,1,2,1,1,0,140.0,0,1,0,1400
2020-12-13,RB,apartment,A,3,2,1,0,1,0,0,160.0,0,0,1,750
2020-12-12,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,650
2020-12-13,T,apartment,B,2,1,1,0,0,0,0,120.0,0,1,0,900
2020-12-13,RB,apartment,B,3,3,1,2,1,1,0,170.0,0,1,0,1600
2020-12-12,RB,apartment,B,2,2,1,1,1,1,1,120.0,0,0,1,450
2020-12-12,RB,apartment,B,3,0,1,1,1,1,1,160.0,0,0,1,500
2020-12-12,RB,apartment,A,1,1,1,0,1,1,0,140.0,0,1,0,1500
2020-12-12,N,apartment,B,3,3,1,1,0,1,0,160.0,1,0,0,3500
