date,houseId,category,city,address,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,loungeType,houseSpace,landArea,elevator,carParking,heating,price,priceType
2020-09-12 ,250167,للايجار,نابلس, -  مدينة نابلس,شقة,غير مفروشة ,غرفتين , ,1 ,2 ,صاله واسعه ,120, , ,نعم , ,2200,دينار
2020-09-12 ,250169,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,صالة , , , , , ,350,دولار
2020-09-24 ,250170,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 , صاله كبيره ,180,1,نعم ,نعم ,نعم ,175,دولار
2020-09-13 ,250175,للبيع,الخليل, -  مدينة الخليل,شقة,عظم ,اربع غرف ,2 ,1 ,2 ,نعم ,137,800,نعم ,نعم , ,45000,دينار
2020-09-13 ,250176,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,اربع غرف ,2 ,1 ,1 ,يوجد صالة  ,120,120, , , ,50000,دينار
2020-09-13 ,250177,للايجار,طولكرم, -  مدينة طولكرم,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,نعم ,120, , , , ,2800,دينار
2020-09-13 ,250178,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,3 ,2 ,1 ,صالة وجلسة ,160,160,نعم ,نعم , ,500,دولار
2020-09-13 ,250179,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,2 ,1 ,1 ,صاله كبيره ,135, , , , ,500,دولار
2020-09-13 ,250180,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفتين ,1 ,1 ,0 ,لا يوجد  ,60, , , , ,850,شيكل
2020-09-13 ,250182,للبيع,الخليل, - تفوح,شقة,عظم ,خمس غرف ,2 ,1 ,1 ,١ ,110,500,نعم , , ,32000,دينار
2020-09-13 ,250183,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,خمس غرف ,2 ,1 ,2 ,صالة كبيرة ,345,723,نعم ,نعم ,نعم ,130000,دينار
2020-09-13 ,250184,للبيع,بيت لحم, - دار صلاح,شقة,عظم ,غرفتين , , , , ,110, ,نعم ,نعم , ,60000,دينار
2020-09-13 ,250185,للبيع,الخليل, -  مدينة الخليل,شقة,عظم ,اربع غرف ,2 ,1 ,2 ,صاله كبيره ,170, ,نعم ,نعم , ,65000,دينار
2020-09-13 ,250186,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 , , , , , , ,110,دينار
2020-09-13 ,250189,للبيع,بيت لحم, -  مدينة بيت لحم,شقة,عظم ,ثلاث غرف ,3 ,1 ,1 ,صالة كبيرة ,140,1000,نعم ,نعم , ,200000,شيكل
2020-09-13 ,250190,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,1 ,120, ,نعم ,نعم ,نعم ,700,دولار
2020-09-19 ,250191,منفصل,نابلس, - حوارة,منزل,عظم ,أكثر من خمس غرف , , , , , , , ,نعم , ,150000,دينار
2020-09-13 ,250192,للبيع,رام الله والبيرة, - عين عريك,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة كبيرة ,125, ,نعم ,نعم , ,80000,دولار
2020-09-13 ,250193,للبيع,نابلس, -  مدينة نابلس,شقة,غير مفروشة ,ثلاث غرف ,1 ,1 ,3 ,1 ,125,125, , , ,55,دينار
2020-09-17 ,250194,للبيع,رام الله والبيرة, -  مدينة رام الله,رووف,مفروشة ,ثلاث غرف ,3 ,2 , , ,370, ,نعم ,نعم ,نعم ,350000,دولار
2020-09-13 ,250195,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,نعم ,140, , , , ,35000,دينار
2020-09-13 ,250196,منفصل,طولكرم, -  مدينة طولكرم,منزل,غير مفروشة ,اربع غرف ,2 ,2 ,2 ,صاله كبيره ,200, , , , ,70000,دينار
2020-09-13 ,250197,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,صالة كبيرة ,105, , , , ,50000,دولار
2020-09-13 ,250198,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,غرفتين ,2 ,1 ,1 ,صاله ,110, ,نعم ,نعم , ,35000,دينار
2020-09-13 ,250199,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,1 ,100,250, ,نعم , ,800,شيكل
2020-09-13 ,250201,للبيع,الخليل, -  مدينة الخليل,شقة,غير مفروشة ,ثلاث غرف ,2 , , , , , , , , ,63000,دينار
2020-09-15 ,250202,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,يوجد صاله كبيره ,80, ,نعم ,نعم , ,1650,شيكل
2020-09-13 ,250203,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,180,70,نعم ,نعم ,نعم ,180000,دولار
2020-09-13 ,250204,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,2 ,1 ,1 ,1 ,110, ,نعم ,نعم ,نعم ,105000,دولار
2020-09-13 ,250205,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 ,120, , , , ,65000,دولار
2020-09-13 ,250206,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,2 ,1 ,3 ,صالة كبيرة مع ايوان مع سفرة ,180,220, ,نعم , ,500,دولار
2020-09-13 ,250207,للايجار,رام الله والبيرة, - رافات,شقة,غير مفروشة ,غرفتين ,2 ,1 ,1 ,صاله كبيره ,125,2000,نعم ,نعم , ,1200,شيكل
2020-09-21 ,250208,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,160, ,نعم , , ,120000,دولار
2020-09-13 ,250209,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,١ ,150,0,نعم ,نعم ,نعم ,650,دولار
2020-09-13 ,250210,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,نعم ,120, ,نعم , , ,70000,دولار
2020-09-13 ,250211,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,١ ,95,0,نعم ,نعم ,نعم ,400,دولار
2020-09-13 ,250212,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 ,صالة واسعة ,138,138,نعم ,نعم ,نعم ,125000,دولار
2020-09-13 ,250213,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,2 , , ,نعم ,نعم , ,1200,شيكل
2020-09-13 ,250214,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,2 , , ,نعم ,نعم , ,800,دولار
2020-09-13 ,250215,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,2 , , ,نعم ,نعم , ,700,دولار
2020-09-13 ,250216,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 ,نعم ,180,00,نعم ,نعم , ,120,دولار
2020-09-13 ,250217,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,واسعة  ,160, ,نعم ,نعم , ,1200,شيكل
2020-09-13 ,250218,للبيع,سلفيت, -  مدينة سلفيت,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,صالة كبيرة ,135, ,نعم ,نعم , ,140000,شيكل
2020-09-13 ,250219,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,2 , ,150, , , , ,700,دولار
2020-09-22 ,250221,للبيع,نابلس, -  مدينة نابلس,رووف,عظم ,ثلاث غرف ,2 , , , ,180,1000,نعم ,نعم , ,45000,دينار
2020-09-24 ,250222,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 ,1 ,صالات واسعه ,250, , ,نعم , ,60000,دينار
2020-09-13 ,250223,للبيع,رام الله والبيرة, - بيتونيا,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,صاله كبيرة ,150, , , , ,80000,دولار
2020-09-14 ,250224,للبيع,القدس, - بيت حنينا,شقة,غير مفروشة ,غرفتين ,2 ,1 , ,صاله كبيره ,83, ,نعم ,نعم , ,280000,دولار
2020-09-13 ,250225,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,صاله صالون ,170, ,نعم , , ,2000,شيكل
2020-09-14 ,250226,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين , , , ,صالة كبيرة وفيها صالون ومكان لطاولة الاكل  ,100, ,نعم ,نعم , ,550,دولار
2020-09-13 ,250227,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة  كبيرة ,150, ,نعم ,نعم , ,450,دولار
2020-09-13 ,250228,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صاله كبيره وصالون ,135, ,نعم ,نعم , ,450,دولار
2020-09-17 ,250229,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,أكثر من خمس غرف , , , , , , ,نعم ,نعم , ,400000,دينار
2020-09-13 ,250230,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة ,130, , , , ,600,دولار
2020-09-13 ,250231,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,صالة  , , , , , ,1500,شيكل
2020-09-17 ,250232,للبيع,بيت لحم, -  مدينة بيت لحم,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,نعم ,140,140, , , ,80000,دينار
2020-09-14 ,250233,للبيع,بيت لحم, -  مدينة بيت لحم,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,نعم ,140, , , , ,70000,دينار
2020-09-13 ,250234,للبيع,رام الله والبيرة, - الطيرة,شقة,غير مفروشة ,غرفتين ,2 ,1 ,2 ,2 ,130, ,نعم ,نعم , ,105.000,دولار
2020-09-17 ,250235,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,1 ,0 ,يوجد ,100,0,نعم ,نعم ,نعم ,2800,شيكل
2020-09-13 ,250236,للبيع,رام الله والبيرة, - الطيرة,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,3 ,2 ,195, ,نعم ,نعم , ,155.000,دولار
2020-09-13 ,250237,للبيع,رام الله والبيرة, - ضاحية الريحان,فيلا,غير مفروشة ,خمس غرف ,5 ,2 ,4 ,3 ,550,550, ,نعم , ,410.000,دولار
2020-09-23 ,250238,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,نعم ,60,0,نعم ,نعم ,نعم ,2000,شيكل
2020-09-14 ,250239,للبيع,نابلس, -  مدينة نابلس,شقة,مفروشة ,خمس غرف ,5 ,5 , , ,160,900,نعم ,نعم , ,90000,دينار
2020-09-14 ,250240,للبيع,طولكرم, -  مدينة طولكرم,شقة,مشطب ,اربع غرف ,2 ,1 ,1 ,يوجد صالة ,115,500,نعم ,نعم , ,48000,دينار
2020-09-14 ,250241,للبيع,رام الله والبيرة, - المزرعة القبلية,شقة,عظم ,ثلاث غرف , , , , ,350,900, , , ,11000,دينار
2020-09-14 ,250242,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,نعم ,151, , , , ,1300000,دولار
2020-09-14 ,250243,للبيع,رام الله والبيرة, - بيتونيا,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,صالة كبيرة مع مدفأة حطب(fire place) ,139, ,نعم ,نعم , ,75000,دولار
2020-09-14 ,250245,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,بلكونه , , , , , ,120.000,شيكل
2020-09-14 ,250247,للايجار,الخليل, -  مدينة الخليل,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,يوجد صاله ,100,500, , , ,12000,شيكل
2020-09-14 ,250248,للبيع,رام الله والبيرة, - بيتونيا,شقة,عظم ,اربع غرف , , , , ,150, , , , ,50000,دولار
2020-09-14 ,250249,منفصل,رام الله والبيرة, -  مدينة رام الله,منزل,مفروشة ,غرفتين ,1 ,1 ,1 ,صالة كبيرة , , , , , ,500,شيكل
2020-09-14 ,250250,للبيع,اريحا, -  مدينة اريحا,شقة,مفروشة ,غرفتين ,2 ,1 ,1 ,صاله كبيره ,120,00000000,نعم ,نعم , ,45000,دينار
2020-09-14 ,250251,للايجار,رام الله والبيرة, -  مدينة البيرة,رووف,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,2 ,صاله مع مطبخ كبيره ,90, , , , ,1400,شيكل
2020-09-14 ,250252,للبيع,طولكرم, -  مدينة طولكرم,شقة,عظم ,اربع غرف ,2 ,1 ,1 ,صالة كبيرة ,145, ,نعم ,نعم , ,30000,دينار
2020-09-14 ,250253,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,1 ,100, , , , ,500,دولار
2020-09-14 ,250254,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,1 ,1 , ,1 , , ,نعم ,نعم , ,1200,شيكل
2020-09-14 ,250255,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,اربع غرف ,2 ,1 ,2 ,نعم ,190, ,نعم ,نعم , ,1800,شيكل
2020-09-14 ,250256,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,2 ,1 ,1 ,1 ,125, ,نعم ,نعم , ,120000,دولار
2020-09-14 ,250257,للبيع,نابلس, - دير شرف,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,نعم ,135, ,نعم ,نعم , ,350,دينار
2020-09-14 ,250258,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,اربع غرف ,2 ,1 ,1 ,يوجد صالة ,145, , , , ,38000,دينار
2020-09-14 ,250259,للبيع,بيت لحم, - بيت ساحور,شقة,مشطب ,غرفتين ,3 ,2 ,2 ,صالة كبيرة ,173,1000,نعم ,نعم ,نعم ,173000,دولار
2020-09-14 ,250261,للبيع,بيت لحم, - الخضر,شقة,عظم ,خمس غرف ,1 ,1 ,1 ,نعم ,160,650,نعم ,نعم , ,60000,دينار
2020-09-14 ,250262,للايجار,طولكرم, -  مدينة طولكرم,شقة,مفروشة ,غرفتين ,1 ,1 ,1 , , , , , , ,1700,شيكل
2020-09-14 ,250263,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صالة كبيرة وغرفة معيشة ,160, ,نعم ,نعم , ,140000,دولار
2020-10-12 ,250264,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صاله كبيره وصالون ,135, ,نعم ,نعم , ,450,دولار
2020-09-14 ,250265,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,اربع غرف ,2 ,2 ,2 ,صالة كبيرة ,200, ,نعم ,نعم , ,75000,دينار
2020-09-21 ,250266,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,نعم ,155,0,نعم ,نعم ,نعم ,118000,دولار
2020-09-14 ,250267,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 ,صالة كبيرة ,190, ,نعم ,نعم ,نعم ,190000,دولار
2020-09-14 ,250268,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة ,150, ,نعم ,نعم , ,450,دولار
2020-09-14 ,250269,للبيع,نابلس, -  مدينة نابلس,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 , ,نعم ,120, , ,نعم , ,48000,دينار
2020-09-14 ,250270,للبيع,رام الله والبيرة, -  مدينة رام الله,رووف,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,نعم ,160, ,نعم ,نعم , ,105.000,دولار
2020-09-17 ,250272,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,1 ,0 ,نعم ,60,0,نعم ,نعم ,نعم ,2800,شيكل
2020-09-14 ,250273,للايجار,رام الله والبيرة, - الطيرة,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 ,220, ,نعم ,نعم ,نعم ,700,دولار
2020-09-14 ,250274,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,1 ,170, ,نعم ,نعم , ,500,دولار
2020-09-14 ,250275,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,اربع غرف ,3 ,1 ,1 ,صالون وصاله  ,145,145,نعم ,نعم , ,230000,شيكل
2020-09-14 ,250276,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,4 ,1 ,2 , ,190, ,نعم ,نعم ,نعم ,175000,دولار
2020-09-15 ,250277,للبيع,بيت لحم, -  مدينة بيت لحم,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,نعم ,150,1000,نعم ,نعم , ,58000,دينار
2020-09-14 ,250278,منفصل,رام الله والبيرة, - ابو قش,منزل,عظم ,خمس غرف ,4 ,1 ,2 ,2 ,434,502, , , ,220000,دولار
2020-09-14 ,250279,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 ,1 ,نعم ,120, ,نعم ,نعم ,نعم ,35000,دينار
2020-09-14 ,250280,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,180,0,نعم ,نعم ,نعم ,1000,دولار
2020-09-14 ,250281,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,180,0,نعم ,نعم ,نعم ,1100,دولار
2020-09-14 ,250282,للايجار,رام الله والبيرة, - الطيرة,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,180,0,نعم ,نعم ,نعم ,900,دولار
2020-09-15 ,250283,للبيع,طولكرم, -  مدينة طولكرم,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صاله كبيره ,160,500,نعم ,نعم , ,53000,دينار
2020-09-17 ,250284,للايجار,رام الله والبيرة, -  مدينة البيرة,رووف,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صالتين ,300,120,نعم ,نعم , ,550,دولار
2020-09-14 ,250285,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة ,150, ,نعم ,نعم , ,450,دولار
2020-09-14 ,250286,للبيع,رام الله والبيرة, - الطيرة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 , ,140, ,نعم , ,نعم ,105000,دولار
2020-09-14 ,250287,منفصل,رام الله والبيرة, -  مدينة رام الله,منزل,غير مفروشة ,اربع غرف ,2 ,1 ,1 ,نعم ,130,1000, ,نعم , ,700,دولار
2020-09-14 ,250288,للايجار,بيت لحم, -  مدينة بيت لحم,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صاله كبيره , , , ,نعم , ,2000,شيكل
2020-09-15 ,250289,للايجار,جنين, -  مدينة جنين,شقة,غير مفروشة ,غرفتين ,1 ,1 , ,يوجد ,80, , , , ,2000,دينار
2020-09-17 ,250290,للبيع,جنين, -  مدينة جنين,شقة,عظم ,ثلاث غرف ,3 ,1 ,2 ,٢ ,167,3500,نعم ,نعم , ,35000,دينار
2020-09-14 ,250291,منفصل,سلفيت, -  مدينة سلفيت,منزل,مشطب ,اربع غرف ,3 ,1 ,3 ,صالة كبيرة  ,210,432, ,نعم , ,700000,شيكل
2020-09-14 ,250292,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,صالة و صالون ,170,800,نعم ,نعم ,نعم ,550,دولار
2020-09-15 ,250293,للايجار,طولكرم, -  مدينة طولكرم,شقة,غير مفروشة ,خمس غرف ,3 ,1 ,1 ,صالتين ,250, , , , ,2000,دينار
2020-09-17 ,250294,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,واسعة ,200, ,نعم ,نعم ,نعم ,700,دولار
2020-09-14 ,250295,للايجار,رام الله والبيرة, -  مدينة رام الله,رووف,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,180,0,نعم ,نعم , ,650,دولار
2020-09-14 ,250296,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,1 , , , , , ,600,دولار
2020-09-23 ,250297,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,صالة , , ,نعم ,نعم , ,550,دولار
2020-09-14 ,250298,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,صالة ,80, , , , ,550,دولار
2020-09-14 ,250299,للبيع,بيت لحم, - الدوحة,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,موجود ,144,1000,نعم ,نعم ,نعم ,65000,دينار
2020-09-14 ,250300,للبيع,رام الله والبيرة, - الطيرة,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,١ ,145, ,نعم ,نعم ,نعم ,115000,دولار
2020-10-02 ,250301,منفصل,اريحا, -  مدينة اريحا,منزل,مفروشة ,اربع غرف ,2 , , ,يوجد ,140, , ,نعم , ,200000,دولار
2020-09-14 ,250302,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 ,200, ,نعم ,نعم , ,700,دولار
2020-09-14 ,250303,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,2 ,170, ,نعم ,نعم , ,125000,دولار
2020-09-14 ,250304,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,صالة , , ,نعم ,نعم , ,950,شيكل
2020-09-14 ,250305,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 ,150, ,نعم ,نعم ,نعم ,119.000,دولار
2020-09-14 ,250306,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 ,155, ,نعم ,نعم , ,110.000,دولار
2020-09-14 ,250307,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,2 ,205, ,نعم ,نعم ,نعم ,200.000,دولار
2020-09-14 ,250308,للبيع,الخليل, -  مدينة الخليل,شقة,عظم ,ثلاث غرف ,2 ,1 ,1 ,يوجد ,170,1100,نعم ,نعم , ,55,دينار
2020-09-16 ,250309,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 , ,168, , , , ,120000,دولار
2020-09-15 ,250310,منفصل,رام الله والبيرة, - كفر نعمة,منزل,مشطب ,أكثر من خمس غرف ,8 ,5 ,8 ,4 ,900,1000, ,نعم , ,450.000,دينار
2020-09-15 ,250311,للايجار,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,1 ,1 ,2 ,صالة كبيرة ,135, , , , ,2600,دينار
2020-09-15 ,250313,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,1 ,1 ,2 ,صالة مع البرندة ,110, , , , ,1300,شيكل
2020-09-15 ,250314,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صالة +صالون  ,180, ,نعم ,نعم , ,800,دولار
2020-09-15 ,250315,للبيع,بيت لحم, - الدوحة,شقة,عظم ,ثلاث غرف ,2 ,1 ,1 ,يوجد ,150, ,نعم ,نعم ,نعم ,650000,دينار
2020-09-15 ,250316,منفصل,رام الله والبيرة, - عطارة,منزل,عظم ,اربع غرف ,3 ,1 ,1 ,صالتين ,210,500, ,نعم , ,130000,دولار
2020-09-15 ,250318,للبيع,نابلس, - عصيرة الشمالية,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,صالة كبيرة ,165, ,نعم ,نعم , ,37000,دينار
2020-09-15 ,250319,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفتين ,1 ,1 ,1 , , , ,نعم ,نعم , ,600,دولار
2020-09-15 ,250320,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة كبيرة ,145, ,نعم , , ,1700,شيكل
2020-09-22 ,250322,للايجار,طولكرم, -  مدينة طولكرم,شقة,غير مفروشة ,اربع غرف ,2 ,1 ,0 ,صاله كبيره منتهيه بشباك كبيرعلى هيئة برنده ,145, ,نعم , , ,3500,دينار
2020-09-15 ,250323,للايجار,طولكرم, -  مدينة طولكرم,شقة,غير مفروشة ,اربع غرف ,2 ,1 ,0 ,صاله كبيره منتهيه بشباك كبير شبه برنده ,140, , , , ,1400,شيكل
2020-09-15 ,250324,منفصل,القدس, - كفر عقب,منزل,غير مفروشة ,غرفتين ,1 ,1 , , ,25, , ,نعم , ,900,شيكل
2020-09-15 ,250325,للبيع,الخليل, -  مدينة الخليل,شقة,مشطب ,أكثر من خمس غرف ,4 ,2 , ,يوجد ,370,370, ,نعم , ,10000,دينار
2020-09-15 ,250327,منفصل,القدس, - قلنديا,منزل,مشطب ,ثلاث غرف , , , ,صالة كبيرة ,120,120, , , ,200000,دولار
2020-09-15 ,250329,للايجار,جنين, -  مدينة جنين,شقة,غير مفروشة ,ثلاث غرف ,1 ,1 ,1 ,صله ,145,850, ,نعم , ,1200,شيكل
2020-09-15 ,250330,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,1 ,180, ,نعم ,نعم , ,700,دولار
2020-09-15 ,250331,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,1 ,1 ,1 , , , ,نعم ,نعم , ,550,دولار
2020-09-16 ,250332,للبيع,نابلس, -  مدينة نابلس,شقة,مفروشة ,اربع غرف ,2 ,1 ,1 ,يوجد ,135,500,نعم ,نعم , ,470000,دينار
